id,claim,evidence,gold_label,label,source_dataset,doi
FEVER_251,Falsehood Check #251: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_252,Falsehood Check #252: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_253,Falsehood Check #253: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_254,Falsehood Check #254: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_255,Falsehood Check #255: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_256,Falsehood Check #256: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_257,Fact Check #257: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_258,Fact Check #258: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_259,Fact Check #259: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_260,Fact Check #260: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_261,"Fact Check #261: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_262,"Fact Check #262: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_263,Fact Check #263: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_264,Fact Check #264: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_265,Falsehood Check #265: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_266,Falsehood Check #266: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_267,Falsehood Check #267: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_268,Falsehood Check #268: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_269,Falsehood Check #269: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_270,Falsehood Check #270: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_271,Falsehood Check #271: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_272,Falsehood Check #272: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_273,Fact Check #273: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_274,Fact Check #274: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_275,Fact Check #275: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_276,Fact Check #276: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_277,"Fact Check #277: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_278,"Fact Check #278: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_279,Fact Check #279: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_280,Fact Check #280: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_281,Falsehood Check #281: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_282,Falsehood Check #282: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_283,Falsehood Check #283: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_284,Falsehood Check #284: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_285,Falsehood Check #285: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_286,Falsehood Check #286: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_287,Falsehood Check #287: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_288,Falsehood Check #288: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_289,Fact Check #289: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_290,Fact Check #290: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_291,Fact Check #291: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_292,Fact Check #292: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_293,"Fact Check #293: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_294,"Fact Check #294: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_295,Fact Check #295: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_296,Fact Check #296: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_297,Falsehood Check #297: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_298,Falsehood Check #298: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_299,Falsehood Check #299: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_300,Falsehood Check #300: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_301,Falsehood Check #301: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_302,Falsehood Check #302: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_303,Falsehood Check #303: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_304,Falsehood Check #304: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_305,Fact Check #305: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_306,Fact Check #306: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_307,Fact Check #307: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_308,Fact Check #308: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_309,"Fact Check #309: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_310,"Fact Check #310: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_311,Fact Check #311: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_312,Fact Check #312: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_313,Falsehood Check #313: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_314,Falsehood Check #314: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_315,Falsehood Check #315: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_316,Falsehood Check #316: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_317,Falsehood Check #317: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_318,Falsehood Check #318: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_319,Falsehood Check #319: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_320,Falsehood Check #320: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_321,Fact Check #321: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_322,Fact Check #322: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_323,Fact Check #323: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_324,Fact Check #324: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_325,"Fact Check #325: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_326,"Fact Check #326: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_327,Fact Check #327: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_328,Fact Check #328: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_329,Falsehood Check #329: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_330,Falsehood Check #330: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_331,Falsehood Check #331: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_332,Falsehood Check #332: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_333,Falsehood Check #333: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_334,Falsehood Check #334: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_335,Falsehood Check #335: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_336,Falsehood Check #336: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_337,Fact Check #337: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_338,Fact Check #338: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_339,Fact Check #339: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_340,Fact Check #340: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_341,"Fact Check #341: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_342,"Fact Check #342: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_343,Fact Check #343: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_344,Fact Check #344: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_345,Falsehood Check #345: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_346,Falsehood Check #346: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_347,Falsehood Check #347: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_348,Falsehood Check #348: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_349,Falsehood Check #349: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_350,Falsehood Check #350: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_351,Falsehood Check #351: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_352,Falsehood Check #352: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_353,Fact Check #353: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_354,Fact Check #354: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_355,Fact Check #355: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_356,Fact Check #356: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_357,"Fact Check #357: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_358,"Fact Check #358: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_359,Fact Check #359: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_360,Fact Check #360: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_361,Falsehood Check #361: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_362,Falsehood Check #362: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_363,Falsehood Check #363: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_364,Falsehood Check #364: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_365,Falsehood Check #365: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_366,Falsehood Check #366: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_367,Falsehood Check #367: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_368,Falsehood Check #368: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_369,Fact Check #369: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_370,Fact Check #370: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_371,Fact Check #371: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_372,Fact Check #372: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_373,"Fact Check #373: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_374,"Fact Check #374: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_375,Fact Check #375: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
